bus_id,parada,tiempo_atraso,costo_multa
230,Parada 3 (Intermedia),258.918400070761,1000
230,Parada 4 (SAN VICENTE),119.39567585446639,1000
235,Parada 2 (Intermedia),18.130005658604205,1000
235,Parada 3 (Intermedia),156.63566518892185,1000
235,Parada 4 (SAN VICENTE),355.7957103376684,1000
236,Parada 2 (Intermedia),96.5003636667825,1000
236,Parada 3 (Intermedia),133.77868038101587,1000
236,Parada 4 (SAN VICENTE),37.29066466068616,1000
238,Parada 4 (SAN VICENTE),38.458849624410504,1000
239,Parada 3 (Intermedia),21.64252337918151,1000
239,Parada 4 (SAN VICENTE),120.37389466904278,1000
240,Parada 2 (Intermedia),99.60101816718816,1000
243,Parada 2 (Intermedia),129.6477354006929,1000
243,Parada 3 (Intermedia),123.02710188776837,1000
243,Parada 4 (SAN VICENTE),290.16032027246547,1000
244,Parada 2 (Intermedia),120.42173702402215,1000
244,Parada 3 (Intermedia),292.83136043204286,1000
244,Parada 4 (SAN VICENTE),399.538172864035,1000
245,Parada 2 (Intermedia),122.79147307097446,1000
245,Parada 4 (SAN VICENTE),75.66254589862365,1000
246,Parada 2 (Intermedia),130.75379241204064,1000
246,Parada 3 (Intermedia),122.95216124365106,1000
246,Parada 4 (SAN VICENTE),51.13111656122783,1000
248,Parada 4 (SAN VICENTE),16.527301836758852,1000
249,Parada 4 (SAN VICENTE),89.62118238363473,1000
250,Parada 2 (Intermedia),13.023036952479742,1000
250,Parada 3 (Intermedia),180.45522819003963,1000
250,Parada 4 (SAN VICENTE),195.39180682436563,1000
251,Parada 3 (Intermedia),23.71796134141914,1000
251,Parada 4 (SAN VICENTE),199.2694115917693,1000
253,Parada 3 (Intermedia),80.5392754705972,1000
253,Parada 4 (SAN VICENTE),78.13864528598788,1000
254,Parada 3 (Intermedia),85.88114860263886,1000
254,Parada 4 (SAN VICENTE),168.65907713165507,1000
255,Parada 2 (Intermedia),14.788172316519194,1000
256,Parada 3 (Intermedia),123.28558145540592,1000
257,Parada 3 (Intermedia),9.150730252542417,1000
258,Parada 3 (Intermedia),26.69948016726994,1000
258,Parada 4 (SAN VICENTE),211.38272846663313,1000
259,Parada 2 (Intermedia),41.72245891539205,1000
260,Parada 2 (Intermedia),118.52909511333564,1000
260,Parada 4 (SAN VICENTE),118.72711235260067,1000
261,Parada 4 (SAN VICENTE),68.97049505569157,1000
262,Parada 2 (Intermedia),44.50817500734411,1000
263,Parada 2 (Intermedia),26.773457889677957,1000
263,Parada 3 (Intermedia),75.86672505208116,1000
263,Parada 4 (SAN VICENTE),55.52627901485539,1000
266,Parada 3 (Intermedia),260.61592819141515,1000
266,Parada 4 (SAN VICENTE),245.92472286516568,1000
267,Parada 2 (Intermedia),204.57546658534557,1000
267,Parada 3 (Intermedia),143.2082854883629,1000
267,Parada 4 (SAN VICENTE),66.63760628369346,1000
268,Parada 3 (Intermedia),8.602808700597961,1000
268,Parada 4 (SAN VICENTE),147.10713882464916,1000
270,Parada 3 (Intermedia),10.071756770310458,1000
271,Parada 2 (Intermedia),205.82684057421284,1000
271,Parada 3 (Intermedia),139.9082664863672,1000
271,Parada 4 (SAN VICENTE),274.51839612875483,1000
273,Parada 2 (Intermedia),198.49988796003163,1000
273,Parada 3 (Intermedia),225.7937953039509,1000
273,Parada 4 (SAN VICENTE),340.74287484220986,1000
274,Parada 2 (Intermedia),75.2239629780961,1000
274,Parada 3 (Intermedia),35.02977456225199,1000
274,Parada 4 (SAN VICENTE),226.47236270824214,1000
275,Parada 2 (Intermedia),203.29776761673565,1000
275,Parada 3 (Intermedia),180.44614890101366,1000
275,Parada 4 (SAN VICENTE),130.7235531538463,1000
277,Parada 4 (SAN VICENTE),75.96481837288593,1000
278,Parada 2 (Intermedia),175.03085931035457,1000
278,Parada 3 (Intermedia),233.56656924673007,1000
278,Parada 4 (SAN VICENTE),85.13617429859005,1000
280,Parada 3 (Intermedia),104.18374063281226,1000
281,Parada 2 (Intermedia),56.34895878494717,1000
281,Parada 3 (Intermedia),207.8213772521558,1000
281,Parada 4 (SAN VICENTE),204.49537237809272,1000
282,Parada 2 (Intermedia),206.91494341600628,1000
282,Parada 3 (Intermedia),361.68993945920374,1000
282,Parada 4 (SAN VICENTE),418.21975100715645,1000
283,Parada 2 (Intermedia),118.33709443823318,1000
283,Parada 3 (Intermedia),329.7677954351675,1000
283,Parada 4 (SAN VICENTE),410.1247555493901,1000
284,Parada 2 (Intermedia),149.23789354581095,1000
284,Parada 3 (Intermedia),96.41391864804609,1000
285,Parada 2 (Intermedia),60.389787305146456,1000
285,Parada 4 (SAN VICENTE),79.70525475787872,1000
288,Parada 2 (Intermedia),69.31555703186314,1000
289,Parada 2 (Intermedia),42.92848309481633,1000
289,Parada 3 (Intermedia),99.97733810807404,1000
